mes,geografia,uol1_name,uol2_name,sn1,sn2,issues_analysis2_analysis_sin_review_menor_7_dias,total_issues_analysis2_pasaron_analysis_sin_review,historias_deployed_fix_version,total_historias_deployed,repositorios_activos_nomenclatura_estandar,total_repositorios_activos,mediana_tiempos_pr_ tardado_ser_mergeadas_o_rechazadas,mediana_lineas_codigo_modificadas_prs_mergeadas_o_rechazadas,repositorios_activos_gobernados_chimera,"mediana_tiempo_desde_primera_contribucion_hasta_merge
permanentes","mediana_tiempo_ejecucion_pipelines_correctos
repositorio",ejecuciones_pipeline_estado_success,ejecuciones_pipeline_estado_success_ o_failure,"mediana_tiempo_entre_fallo_y_exito_pipeline
mediana_tiempo_entre_fallo_y_exito_pipeline",repositorios_actividad_y_analisis_sonarqube_ok,repositorios_actividad_analisis_sonarqube,items_desplegados_pruebas_xray_ejecutadas,items_desplegados
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,WALLET & DIGITAL CHANNELS,RB01 RETAIL WEB / WEBS PARTICULARES,BANCA POR EMAIL,9,13,4,12,1,6,0.8,618,7,3.67,30,10,15,115.5,8,14,5,7
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,WALLET & DIGITAL CHANNELS,RB01 RETAIL WEB / WEBS PARTICULARES,BANCA POR SMS,2,3,3,5,9,14,3.27,257.5,4,1,48.5,3,7,114.5,5,9,8,11
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,WALLET & DIGITAL CHANNELS,RB01 RETAIL WEB / WEBS PARTICULARES,BENEFICIOS BO,7,10,8,15,8,8,5.86,195,4,6.37,25,3,5,26,0,1,8,9
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,WALLET & DIGITAL CHANNELS,RB01 RETAIL WEB / WEBS PARTICULARES,BLANQUEO CLAVES DEBITO,5,11,5,14,5,13,2.69,216.5,7,2.04,40,2,8,77,1,8,3,7
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,WALLET & DIGITAL CHANNELS,RB01 RETAIL WEB / WEBS PARTICULARES,CANALES INDIVIDUOS - BT,10,11,2,12,5,14,2.53,243.5,7,3.8,2,7,14,161.5,1,4,5,9
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,WALLET & DIGITAL CHANNELS,RB01 RETAIL WEB / WEBS PARTICULARES,DASHBOARD BO,3,10,7,14,2,2,2.04,952,6,7.76,11.5,3,13,143.5,6,7,7,8
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,WALLET & DIGITAL CHANNELS,RB01 RETAIL WEB / WEBS PARTICULARES,EXPERIENCIA POST PAGO BO,0,15,1,9,3,11,1.66,32.5,4,3.32,48,1,14,166.5,1,12,3,12
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,WALLET & DIGITAL CHANNELS,RB01 RETAIL WEB / WEBS PARTICULARES,FIDELIZACION BO,2,4,2,2,8,11,3.64,218.5,2,7.72,35.5,4,14,151,8,14,6,14
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,WALLET & DIGITAL CHANNELS,RB01 RETAIL WEB / WEBS PARTICULARES,GOBIERNO DE LA APP BO,3,4,1,13,8,10,0.22,439.5,8,1.67,11.5,7,8,9,5,10,0,15
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,WALLET & DIGITAL CHANNELS,RB01 RETAIL WEB / WEBS PARTICULARES,MONITOR SERVICIOS CANALES INDIVIDUOS,8,12,4,4,9,14,1.3,959,4,2.66,20,3,7,48.5,5,11,4,10
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,WALLET & DIGITAL CHANNELS,RB01 RETAIL WEB / WEBS PARTICULARES,PAGO DE SERVICIOS BO,5,12,4,5,7,7,0.92,948,8,6.14,47,1,13,41,7,7,2,11
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,WALLET & DIGITAL CHANNELS,RB01 RETAIL WEB / WEBS PARTICULARES,PAGO QR BO,7,15,3,6,3,10,2.67,999.5,4,4.81,30,3,10,46,3,3,9,14
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,WALLET & DIGITAL CHANNELS,RB01 RETAIL WEB / WEBS PARTICULARES,PAGOS SEGUROS BO,0,8,2,5,6,10,3.3,734,7,1.49,8.5,3,9,175,0,12,1,7
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,WALLET & DIGITAL CHANNELS,RB01 RETAIL WEB / WEBS PARTICULARES,PERSONAS BO,0,15,5,15,0,8,4.99,844.5,3,2.22,41.5,2,15,122,6,8,5,8
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,WALLET & DIGITAL CHANNELS,RB01 RETAIL WEB / WEBS PARTICULARES,PRODUCTOS -  CUENTAS BO,0,6,8,12,6,11,5.76,926.5,6,6.54,34,10,14,40.5,9,11,10,11
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,WALLET & DIGITAL CHANNELS,RB01 RETAIL WEB / WEBS PARTICULARES,SEGURIDAD BO,4,14,0,15,2,9,3.21,929,5,9.66,31,1,3,33.5,1,2,10,14
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,WALLET & DIGITAL CHANNELS,RB01 RETAIL WEB / WEBS PARTICULARES,TARJETAS BO,10,14,6,8,6,14,1.99,938.5,10,9.53,2.5,2,4,138,1,4,1,7
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,WALLET & DIGITAL CHANNELS,RB01 RETAIL WEB / WEBS PARTICULARES,TOKENIZACION Y BILLETERAS BO,10,13,1,7,6,9,0.27,851.5,8,5.31,28,4,10,65,3,10,8,9
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,WALLET & DIGITAL CHANNELS,RB01 RETAIL WEB / WEBS PARTICULARES,TRANSFERENCIA BO,9,13,5,8,2,11,2.8,710,5,1.65,45,9,14,166,3,5,0,4
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CORE PRODUCTS,AR20 LOANS / PRESTAMO,AVALES - UA,2,10,6,8,8,14,4.28,289.5,7,0.51,26.5,4,14,23.5,2,4,6,7
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CORE PRODUCTS,AR20 LOANS / PRESTAMO,LEASING - LE,0,5,8,8,3,9,1.59,717,6,3.8,5,10,14,159,7,10,5,11
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CORE PRODUCTS,AR20 LOANS / PRESTAMO,SEGUROS - IC,4,12,6,12,10,13,2.83,753.5,9,5.91,28,6,10,181,1,12,2,13
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CORE PRODUCTS,AR21 SERVICIOS CORE FINANCIEROS,PRESTAMOS FINANCIEROS - UG,4,7,6,10,10,13,0.31,990,9,8.73,15.5,5,11,20.5,6,13,1,4
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CORE PRODUCTS,AR21 SERVICIOS CORE FINANCIEROS,PRESTAMOS HIPOTECARIOS - UG,2,14,5,13,6,12,0.89,301,6,0.35,38,7,8,72,9,10,2,9
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CORE PRODUCTS,AR21 SERVICIOS CORE FINANCIEROS,PRESTAMOS PERSONALES - UG,1,2,5,9,5,5,4.85,898,9,1.75,5,2,2,120.5,4,10,7,13
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CORE PRODUCTS,AR21 SERVICIOS CORE FINANCIEROS,PRESTAMOS PRENDARIOS - UG,0,4,5,6,7,8,1.71,261,6,9.75,47,0,12,42,2,8,4,11
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CORE PRODUCTS,AR22 ACCOUNTS & DEPOSITS / CUENTAS,ABM CUENTAS E INTERVINIENTES - AH / BG,6,7,10,14,1,12,1.26,263,8,4.39,35,6,10,168,9,10,5,9
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CORE PRODUCTS,AR22 ACCOUNTS & DEPOSITS / CUENTAS,ACUERDOS - AH,7,15,4,5,9,10,5.42,555.5,0,5.41,31,9,10,7.5,2,11,10,13
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CORE PRODUCTS,AR22 ACCOUNTS & DEPOSITS / CUENTAS,CHEQUERAS - AH,10,13,0,6,9,11,4.13,446,4,2.43,8.5,7,13,149,4,7,8,10
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CORE PRODUCTS,AR22 ACCOUNTS & DEPOSITS / CUENTAS,DIARIO / LIQUIDADOR CRITICO - AH,7,10,3,14,6,11,0.67,604.5,3,2.91,35,9,15,77,3,8,2,10
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CORE PRODUCTS,AR22 ACCOUNTS & DEPOSITS / CUENTAS,EMBARGOS - BG,4,14,7,14,4,12,3.29,916,6,8.94,33,6,14,11.5,10,12,9,13
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CORE PRODUCTS,AR22 ACCOUNTS & DEPOSITS / CUENTAS,IMPACTACIONES / MOVIMIENTOS - BG,8,13,1,8,1,3,3.89,685,1,3.29,17.5,9,12,126,8,11,8,10
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CORE PRODUCTS,AR22 ACCOUNTS & DEPOSITS / CUENTAS,INTERFACES BASE DE DEPOSITOS BCRA - AH,0,10,4,13,4,7,0.57,610.5,8,3.96,3,5,11,14,10,14,8,10
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CORE PRODUCTS,AR22 ACCOUNTS & DEPOSITS / CUENTAS,RESUMENES - RN,7,7,0,14,0,10,1.79,77.5,2,4.31,26,1,12,132.5,5,6,3,11
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CORE PRODUCTS,AR22 ACCOUNTS & DEPOSITS / CUENTAS,TRANSFERENCIAS BBVA MISMO BANCO - AH,5,12,0,9,4,9,1.66,507,9,7.91,49,10,12,183,5,7,2,9
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CORE PRODUCTS,AR22 ACCOUNTS & DEPOSITS / CUENTAS,TRANSFERENCIAS PROGRAMADAS - FE,10,11,0,11,6,7,2.66,958,6,1.96,47,1,10,147,9,11,7,13
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CORE PRODUCTS,AR23 PEOPLE SERVICING,CLIENTES INDIVIDUOS - CL,8,12,8,13,1,4,5.88,979.5,0,9.01,15,7,8,6,5,13,4,8
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CORE PRODUCTS,AR23 PEOPLE SERVICING,FIRMAS - CL5,2,12,2,6,6,8,1.46,559.5,7,2.46,4.5,7,14,13,2,11,3,5
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CORE PRODUCTS,AR23 PEOPLE SERVICING,INVENTARIOS CONT/SIAD - HB,4,11,7,14,8,13,1.45,96,3,6.05,3,1,11,65.5,9,12,1,9
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CORE PRODUCTS,AR23 PEOPLE SERVICING,SORTEOS - MS,7,11,4,11,9,13,3.1,158.5,1,0.46,29.5,7,14,162,0,5,2,2
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CORE PRODUCTS,AR23 PEOPLE SERVICING,TECOM PM/MIRAS VP,7,10,4,14,8,13,0.6,439.5,8,6.42,4,0,11,59,6,11,10,11
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CORE PRODUCTS,AR24 PEOPLE LEGACY,CLIENTES EMPRESAS - CL,6,13,3,14,5,13,1.9,528.5,1,1.47,27.5,3,12,124,3,15,10,15
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CORE PRODUCTS,AR24 PEOPLE LEGACY,CLIENTES_API,9,13,4,15,3,15,5.64,617.5,5,6.2,40,2,11,162.5,10,12,1,2
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CORE PRODUCTS,AR24 PEOPLE LEGACY,FRAUDES - RD,3,14,2,7,9,13,1.56,921.5,6,3.46,41,10,11,107,3,10,9,12
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CORE PRODUCTS,AR24 PEOPLE LEGACY,POST VENTA - TK/WORKFLOW - WW,5,9,4,12,10,11,0.23,991,4,7.81,35.5,1,7,48.5,10,11,1,5
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CORE PRODUCTS,AR25 PEOPLE NEXTGEN,CORE BANKING CLIENTES - CL,8,9,3,5,1,5,1.73,509.5,10,9.33,24.5,1,10,151,7,8,6,12
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CORE PRODUCTS,AR25 PEOPLE NEXTGEN,NOTIFICACIONES CLIENTES - CL,10,13,6,14,3,9,2.46,815,1,6.86,1.5,5,8,76.5,10,12,4,15
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CORE PRODUCTS,AR26 SERVICIOS PASIVOS,CAJAS DE SEGURIDAD - JS,9,11,1,2,4,13,2.3,646.5,4,9.95,48.5,6,8,154.5,2,4,10,15
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CORE PRODUCTS,AR26 SERVICIOS PASIVOS,IMPUESTOS (PASIVAS) - AH,1,7,8,11,7,10,3.3,271.5,6,3.08,44,8,13,70,7,11,2,9
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CORE PRODUCTS,AR26 SERVICIOS PASIVOS,INTERFACES DDJJ (SICORE / SIRCREB) - AH,4,10,10,12,0,6,1.63,847,9,8.23,14.5,4,14,67,9,11,8,11
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CORE PRODUCTS,AR26 SERVICIOS PASIVOS,PLAZO FIJO - PF / AH,4,14,9,10,1,9,0.5,442.5,2,8.38,35,0,3,104,4,5,6,11
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CORE PRODUCTS,AR26 SERVICIOS PASIVOS,SUCURSAL / OFICINA GESTORA - AH / BG,4,5,7,8,1,3,0.59,852.5,5,4.18,41,1,3,162.5,8,15,1,11
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CORE PRODUCTS,AR26 SERVICIOS PASIVOS,TRANSFERENCIAS MEP - AH,9,11,2,7,6,8,5.36,598.5,7,5.72,2,8,9,63.5,4,11,3,14
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CASH MANAGEMENT,AR27 GESTION DE CHEQUES,GESTION DE COBRO DE CHEQUES - AH,8,10,4,6,7,12,2.89,934.5,10,1.63,15.5,9,14,59,9,14,6,8
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CASH MANAGEMENT,AR28 PAGOS Y COBROS,ABM COELSA - OG,1,1,9,12,8,13,5.09,466,5,6.3,45,9,14,1.5,6,8,2,5
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CASH MANAGEMENT,AR28 PAGOS Y COBROS,ABM/CBU/ ALIAS COELSA - DOMICILIACIONES (OG),6,11,6,7,9,9,3.22,952.5,9,1.91,44,8,12,152,4,10,4,8
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CASH MANAGEMENT,AR28 PAGOS Y COBROS,DEBITO DIRECTO - OG,7,7,8,12,3,10,4.05,97,4,3.93,50,1,6,80,8,14,6,7
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CASH MANAGEMENT,AR28 PAGOS Y COBROS,IMPRESION CHEQUES DE PAGO A PROVEEDORES,1,3,7,10,9,10,3.72,381,7,5.33,7.5,5,14,85,7,7,3,10
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CASH MANAGEMENT,AR28 PAGOS Y COBROS,MONITOR DE INTERBANKING,5,14,9,12,6,8,2.13,397.5,4,8.19,19,5,10,140.5,4,15,9,9
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CASH MANAGEMENT,AR28 PAGOS Y COBROS,PAGO A PROVEEDORES - FP,1,7,10,12,1,7,3.26,600,8,4.09,16.5,3,6,111.5,6,11,5,11
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CASH MANAGEMENT,AR28 PAGOS Y COBROS,TRANSFERENCIA CVU / CBU MASIVAS - FE,5,15,3,12,3,6,2.93,677,7,9.83,34,1,7,106.5,1,13,2,8
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CASH MANAGEMENT,AR28 PAGOS Y COBROS,TRANSFERENCIAS DATANET EMPRESAS - NE,1,2,2,4,8,9,2.46,134,6,8.99,42.5,4,4,32.5,4,7,6,11
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CASH MANAGEMENT,AR28 PAGOS Y COBROS,TRANSFERENCIAS INMEDIATAS EMPRESAS - NE,5,15,1,9,3,4,4.51,992.5,7,9.03,30,6,10,110,7,8,10,14
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CASH MANAGEMENT,AR28 PAGOS Y COBROS,TRANSFERENCIAS MINORISTAS (SALIENTES) - FE,7,8,5,12,7,13,5.17,503.5,4,9.09,5,5,10,43.5,10,10,2,14
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CASH MANAGEMENT,AR50 EFECTOS,EFECTOS - LR,5,6,6,7,1,7,2.31,669,7,4.87,43,2,2,64.5,5,10,3,4
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CASH MANAGEMENT,AR51 ECHEQ / FCEM,ECHEQ - AH,3,7,4,9,10,12,1.86,194,1,4.04,40.5,6,8,99.5,10,15,2,9
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CASH MANAGEMENT,AR51 ECHEQ / FCEM,FCEM,7,13,2,6,1,5,3.16,495.5,7,8.82,44,6,11,14.5,5,6,5,10
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CASH MANAGEMENT,AR53 PAGOS NOMINAS / CONVENIOS,GESTOR DE CONVENIOS - GE,8,9,5,7,3,4,2.96,944.5,7,4.35,45,2,10,130.5,2,15,3,5
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CASH MANAGEMENT,AR53 PAGOS NOMINAS / CONVENIOS,NOMINAS - GESTOR DE CONVENIOS - GE,6,11,9,10,1,4,5.49,237,7,0.8,39.5,9,11,29.5,6,8,7,12
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CASH MANAGEMENT,AR53 PAGOS NOMINAS / CONVENIOS,PAGO DE HABERES ONLINE - OG,8,9,7,13,6,9,0.11,643,7,9.58,16.5,2,2,137.5,10,14,2,11
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CASH MANAGEMENT,AR53 PAGOS NOMINAS / CONVENIOS,SUELDOS - OG,5,11,2,10,8,8,5.86,600.5,6,1.07,49,4,15,67.5,9,15,7,11
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CASH MANAGEMENT,AR53 PAGOS NOMINAS / CONVENIOS,TRANSFERENCIAS ENTRANTES (COELSA) - OG,9,10,7,14,6,10,0.41,21,6,4.09,27.5,8,15,61,9,11,1,10
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CASH MANAGEMENT,PE01 PENSIONS,ANSES - PAGOS PREVISIONALES Y ASIG. VS. - RC1,4,12,4,10,1,8,3.33,185.5,3,8.7,46,7,9,56.5,5,9,4,6
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CASH MANAGEMENT,PE01 PENSIONS,ANSES - PRESTAMOS ARGENTA - RC1,5,13,3,6,9,13,0.6,730,1,7.09,23.5,4,10,28,6,13,7,8
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CASH MANAGEMENT,PE01 PENSIONS,LANDING JUBILACIONES WEB PUBLICA,3,5,9,14,5,11,0.24,763.5,2,5.56,46.5,1,14,113.5,1,10,3,13
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CASH MANAGEMENT,PE01 PENSIONS,MODULO APIS RECAUDO - RC1,8,12,6,9,6,13,3.13,61,8,8.67,32.5,7,13,9,1,11,1,4
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CASH MANAGEMENT,PE01 PENSIONS,MOTOR DE PAGOS - RC1,10,12,9,11,3,9,4.84,591,8,5.86,19.5,2,5,24.5,9,11,1,10
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CASH MANAGEMENT,PE01 PENSIONS,PAGO EN ENTES EXTERNOS - RC1 / BG,5,13,4,13,9,11,1.23,622,10,0.08,12.5,6,13,95,3,7,7,13
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CASH MANAGEMENT,PE01 PENSIONS,PAGOS ELECTRONICOS - RC1,7,10,9,12,5,14,3.36,130.5,3,9.86,16.5,8,9,125,1,7,2,8
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CASH MANAGEMENT,PE01 PENSIONS,PENSIONES ESPANOLAS - RC1,2,8,9,15,5,12,0.06,357.5,3,2.62,42.5,4,11,129.5,4,11,1,3
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CASH MANAGEMENT,PE01 PENSIONS,RECAUDO NACIONAL - RC1,3,14,3,8,3,5,4.97,711,0,0.81,46,10,11,47.5,6,6,5,8
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,AR02 ENTERPRISE WEB CORE,DEPOSITO REMOTO DE CHEQUES - TIBAF,9,14,4,9,3,12,5.09,700,6,2.6,30.5,4,10,71,9,11,7,15
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,AR02 ENTERPRISE WEB CORE,PORTAL BBVA NET CASH - PIBEE,1,11,8,10,3,4,2.85,183,8,6.22,44,9,10,112.5,0,5,7,11
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,AR37 WEB PUBLICA EMPRESAS,FORMULARIO CONTACTO EMPRESAS - OPENMARKET,1,1,6,10,7,13,2.01,62.5,1,0.07,48,9,12,133.5,0,3,4,9
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,AR37 WEB PUBLICA EMPRESAS,REACTIVO WEB - OPENMARKET,4,15,7,7,1,9,2.89,991.5,0,6.74,25,1,3,19.5,4,14,0,6
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,AR42 ETPB,ETPB,6,12,5,12,2,9,4.09,477.5,6,7.31,0.5,7,13,34.5,4,5,8,12
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,AR43 OPEN BANKING EMPRESAS,API CHANNEL,9,9,1,9,3,12,0.43,529.5,9,6.86,14.5,1,14,77,9,10,7,9
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,AR44 PLATAFORMA SENDA ARG,CAUDALIMETRO ARG,4,15,9,15,7,15,1.86,256.5,5,6.81,22.5,10,12,131.5,5,10,10,13
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,AR44 PLATAFORMA SENDA ARG,CONFIGURADOR SENDA ARG,4,8,7,13,2,7,4.04,217.5,9,3,44.5,7,14,161,6,11,1,9
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,AR44 PLATAFORMA SENDA ARG,PLATAFORMA SENDA ARG,4,9,7,9,3,14,3.45,641,4,9.18,0,0,13,155.5,1,5,1,15
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,AR44 PLATAFORMA SENDA ARG,PORTALIZACION ARG,0,11,5,14,1,12,4.93,469,1,0.54,32,10,14,96.5,10,12,4,10
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,AR44 PLATAFORMA SENDA ARG,SOL. GLOBALES FRONT EMPRESAS ARG,2,3,8,10,7,13,5.48,386,7,8.3,50,9,11,12.5,3,9,6,8
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,AR45 HELP DESK ARG,PLATAFORMA HELPDESK ARG,2,4,4,12,6,11,4.56,100,3,1.59,33.5,4,12,84,6,13,2,7
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,AR46 GEMA ARG,NUEVA APP. MOBILE EMPRESAS - GEMA,7,12,9,11,3,12,5.71,420,9,5.58,31.5,4,12,125,7,8,3,6
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,EB01 ENTERPRISE WEB / WEB EMPRESAS,FORMULARIO CONTACTO - OPENMARKET,5,11,6,11,7,14,4.59,654.5,8,2.76,19,9,14,103,9,11,4,6
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,EB01 ENTERPRISE WEB / WEB EMPRESAS,GESTOR DE CONTENIDOS,7,13,6,12,2,13,2.65,865.5,3,4.2,49.5,9,12,102,8,15,2,3
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,EB01 ENTERPRISE WEB / WEB EMPRESAS,GESTOR ONLINE DE TRAMITE,9,12,9,9,4,11,1.45,270,6,5.01,49,8,8,137,2,13,10,15
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,EB01 ENTERPRISE WEB / WEB EMPRESAS,WEB EMPRESAS - NET CASH,9,10,5,12,6,12,5.17,557,8,8.58,40.5,8,13,188,4,8,5,11
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,EB02 ENTERPRISE MOBILE / MOVILES EMPRESAS,CANAL MOBILE EMPRESAS,1,8,3,11,6,10,0.94,556.5,2,7.22,45,9,14,120,4,14,6,11
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,EB03 CANALES EMPRESAS,CANALES - KN,9,11,10,11,7,12,4.86,467.5,4,0.59,39,8,13,12,8,14,1,6
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,EB03 CANALES EMPRESAS,CAPA GESTORA - CG,1,13,10,14,1,6,1.5,332,8,9.18,49,2,8,73,3,8,2,5
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,EB03 CANALES EMPRESAS,CONTRATACION NET CASH - NK,2,9,4,12,6,7,2.11,910,6,9.9,32,5,8,92,7,14,9,12
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,EB03 CANALES EMPRESAS,"ENV DIREC, MOD FIRMAS, ASIST FICHEROS - CASH",7,11,3,6,7,10,5.79,946,1,5.91,33.5,1,6,161,2,4,9,11
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,EB03 CANALES EMPRESAS,TOKENS - QY,3,12,10,15,4,15,1.35,358.5,5,8.91,16,3,5,15,2,3,8,11
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,SWF VINCULADAS,AM02 CONSUMER FINANCE,CMD CREDIT - PRENDARIOS BBVA,5,7,3,10,8,9,3.66,815,8,2.86,19,8,13,110.5,2,7,8,12
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,SWF VINCULADAS,AM02 CONSUMER FINANCE,TQ-PRENDARIOS-LEASING Y WHOLESALE,3,4,0,10,5,6,3,932,3,3.07,19,6,6,146.5,7,14,7,11
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,SWF VINCULADAS,AM02 CONSUMER FINANCE,WEB CONCESIONARIOS PRENDARIOS BBVA,6,7,8,11,1,13,0.86,945,3,9.17,10,7,11,94.5,3,9,0,0
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,SWF VINCULADAS,AM03 CONSUMER FINANCE,VINCULADAS - BASE SE EMPRESAS VW,9,12,1,3,2,6,1.46,933.5,4,8.84,8.5,8,14,171.5,9,13,5,13
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,SWF VINCULADAS,AM03 CONSUMER FINANCE,VINCULADAS - UNIDATO VW,8,14,1,4,3,4,5.12,710,5,3.03,48.5,1,2,64,8,9,6,9
06/01/2025,ARGENTINA,SYSTEMS ENGINEERING,SWF VINCULADAS,AM03 CONSUMER FINANCE,VINCULADAS - WEB CLIENTES VWFS,1,14,7,9,9,14,4.03,552,10,7.36,1,6,14,149,2,7,5,5
